,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
66432,gdb_66433,CC12C3C1C1(C)C3C21O,2.57606,1.67545,1.3456,1.4166,79.72,-0.2078,0.0683,0.2761,1047.2539,0.156767,-385.786598,-385.777942,-385.776998,-385.819176,33.763
69728,gdb_69729,CC12NC1C1C3OC1C23,3.72607,1.57493,1.39029,3.1334,74.12,-0.2285,0.0767,0.3052,963.9994,0.148941,-401.852328,-401.845569,-401.844625,-401.88307,28.32
60582,gdb_60583,OC(C1CN1)C1CC1O,3.65217,0.94245,0.85581,1.9671,75.43,-0.2303,0.0545,0.2848,1394.0217,0.170681,-440.227387,-440.218221,-440.217277,-440.261847,34.731
124773,gdb_124774,CC(O)C1=CNN=C1N,2.57961,1.39908,0.96705,0.7387,74.05,-0.2049,0.0329,0.2378,1204.103,0.148863,-435.284187,-435.275091,-435.274146,-435.3179,34.196
71445,gdb_71446,CC12NC3C1C2OC3=N,4.14632,1.41371,1.27779,3.9814,73.55,-0.2258,0.0183,0.2441,1014.0311,0.137716,-417.968103,-417.960972,-417.960027,-417.999354,28.716
45027,gdb_45028,O=C1CC(=O)C2CC2N1,2.43172,1.69704,1.12457,4.5053,70.04,-0.2429,-0.0259,0.217,1050.4386,0.125673,-437.934427,-437.926932,-437.925988,-437.966714,28.935
111790,gdb_111791,COC1C2CCC1N2C,3.5,1.20946,1.15099,0.7861,82.37,-0.2165,0.084,0.3005,1201.2854,0.195138,-404.311463,-404.302721,-404.301777,-404.344691,33.694
65254,gdb_65255,CC1(CO1)C1OCC=C1,3.07482,1.4128,1.18822,1.4659,76.3,-0.2332,0.0146,0.2478,1104.027,0.158457,-423.007728,-422.999271,-422.998327,-423.041068,31.89
129730,gdb_129731,NC1=C(O)NN=CC1=N,2.31986,1.92378,1.05738,1.7367,73.57,-0.2019,-0.03,0.172,1052.8103,0.115445,-450.136284,-450.128322,-450.127378,-450.168851,29.914
130168,gdb_130169,C1C=Cc2c1[nH]nc2N,3.38917,1.57396,1.08366,1.9043,78.28,-0.1896,0.0028,0.1925,1059.8174,0.128055,-396.952259,-396.945026,-396.944082,-396.983537,28.825
124488,gdb_124489,CC(C)c1c(cn[nH]1)N,2.44579,1.30845,1.03207,2.1751,81.68,-0.2004,0.0303,0.2307,1252.9801,0.172078,-399.352822,-399.343081,-399.342137,-399.388269,35.433
117360,gdb_117361,CCCC(=O)NC1CC1,4.98294,0.6554,0.62271,3.2188,84.48,-0.2374,0.034,0.2715,1900.2046,0.193016,-404.374685,-404.364195,-404.363251,-404.412187,37.209
59119,gdb_59120,CC(C)C1C2C3OC1C23,3.26604,1.28615,1.1283,1.5817,80.8,-0.2294,0.0742,0.3036,1178.6602,0.182075,-387.02621,-387.017826,-387.016882,-387.059258,32.952
96565,gdb_96566,CC1CCCOCC=C1,2.39391,1.36849,1.00637,1.3325,87.29,-0.2364,0.0104,0.2468,1279.5373,0.207474,-388.289724,-388.280836,-388.279892,-388.322757,35.168
114162,gdb_114163,OCC1CC2(OC12)C#C,5.16027,0.90359,0.83599,1.1346,76.92,-0.2443,0.019,0.2633,1359.8675,0.133561,-421.743552,-421.734714,-421.73377,-421.777223,32.917
114968,gdb_114969,COC1CC=C2COC12,2.86278,1.44927,1.13563,2.0784,78.11,-0.2356,0.0064,0.242,1130.2513,0.159136,-422.970422,-422.962173,-422.961229,-423.003492,30.94
31888,gdb_31889,CCc1ncc(o1)C#N,3.95801,1.01411,0.84707,3.7208,77.09,-0.2612,-0.0534,0.2079,1324.3455,0.113488,-416.864185,-416.856024,-416.85508,-416.898022,28.808
51096,gdb_51097,O=COC12CN(C1)CC2,4.27576,1.04899,1.00847,3.023,72.38,-0.2432,0.0014,0.2446,1208.6135,0.149,-439.06828,-439.060587,-439.059643,-439.101649,29.154
102997,gdb_102998,CNC1(C#N)C(C)C1C,1.92208,1.37003,1.14626,4.9792,84.28,-0.2269,0.0297,0.2565,1247.7768,0.181008,-383.263781,-383.253265,-383.252321,-383.298809,38.175
20279,gdb_20280,C1C2C3C4OC3C4N12,5.50381,2.13867,2.04981,1.7286,62.79,-0.229,0.0748,0.3038,688.8369,0.121133,-362.555428,-362.550258,-362.549314,-362.584345,22.123
103091,gdb_103092,CC1C(C#N)C1(O)CO,2.30387,1.29277,1.04278,3.0633,73.18,-0.2706,0.0134,0.284,1210.7316,0.14529,-439.083299,-439.073314,-439.07237,-439.118176,35.767
36632,gdb_36633,C1COC(=N1)CCC#N,6.30643,0.71947,0.65627,5.0863,74.43,-0.258,0.012,0.2699,1629.5169,0.136972,-418.047297,-418.038527,-418.037583,-418.08246,30.137
30844,gdb_30845,Cc1cc(c(o1)NC)N,2.31845,1.37799,0.90847,0.9253,81.81,-0.1798,0.0325,0.2123,1316.6025,0.159304,-419.231236,-419.221605,-419.220661,-419.265724,35.204
82090,gdb_82091,CC1C2CC2C1C1CC1,2.73605,1.27454,1.01971,0.2018,89.19,-0.2485,0.087,0.3356,1279.5885,0.206513,-351.113747,-351.104913,-351.103969,-351.147354,34.765
79785,gdb_79786,CC1C2C3OC4C3C1C24,3.67323,1.67219,1.54583,1.8507,76.58,-0.2357,0.0785,0.3143,927.4071,0.161921,-385.834168,-385.827759,-385.826815,-385.864653,27.337
3185,gdb_3186,CC1(CO1)C1CN1,4.51199,2.36551,1.91143,2.1557,59.89,-0.2438,0.0875,0.3313,718.4726,0.136575,-325.729335,-325.722286,-325.721342,-325.760247,26.119
92557,gdb_92558,CC1OC2CCC3C1C23,2.64117,1.69218,1.5914,1.4857,80.68,-0.2369,0.0795,0.3164,993.2916,0.185519,-387.100518,-387.093078,-387.092134,-387.132211,30.475
76814,gdb_76815,CC1C2N3CC2(C3)N1C,2.82992,1.56527,1.3103,1.7214,84.34,-0.2029,0.0465,0.2495,1073.3904,0.182441,-383.089828,-383.081559,-383.080614,-383.122018,33.212
120245,gdb_120246,COCC1N2CC2C1=O,3.07609,1.06775,0.87172,2.9973,73.75,-0.2422,-0.0238,0.2184,1349.989,0.146258,-439.033456,-439.024597,-439.023652,-439.068031,31.6
65986,gdb_65987,CC1(COC1=O)C1CC1,2.26312,1.5065,1.37698,3.8729,74.14,-0.269,0.0108,0.2797,1074.0453,0.158842,-423.042855,-423.034114,-423.03317,-423.076412,32.559
123869,gdb_123870,c1c([nH]nn1)N2CCC2,5.15232,1.07041,0.915,6.1053,76.2,-0.2069,0.018,0.225,1239.5506,0.138691,-414.160062,-414.152413,-414.151469,-414.193058,28.118
19874,gdb_19875,CC1C2CC3CC3C12,3.17502,2.05147,1.84867,0.2294,76.92,-0.2353,0.0764,0.3117,854.0542,0.179828,-311.844442,-311.837485,-311.836541,-311.875096,28.707
97179,gdb_97180,CN=C1CCCC(=O)O1,2.56934,1.38594,0.94058,2.9795,76.74,-0.2566,-0.0116,0.245,1241.7452,0.14778,-439.142408,-439.133672,-439.132728,-439.1768,31.48
123042,gdb_123043,CCCCCC1CCO1,5.86083,0.50881,0.49122,1.5378,90.75,-0.2403,0.089,0.3293,2351.0582,0.228291,-389.485573,-389.474873,-389.473929,-389.522903,38.031
42577,gdb_42578,O=C1C2C3C4C(CN14)N23,3.12615,2.21106,1.71471,3.5167,67.56,-0.2414,-0.0178,0.2236,794.3704,0.115545,-416.746703,-416.740976,-416.740032,-416.776643,23.902
45873,gdb_45874,O=C1NC=NCC1C#C,2.07258,1.84837,1.28081,1.4126,72.29,-0.2574,-0.0299,0.2275,1007.1459,0.113607,-416.817626,-416.809746,-416.808802,-416.850241,29.47
112740,gdb_112741,CCC1CC(C)C11CC1,2.35674,1.19895,0.92178,0.1357,93.21,-0.2582,0.0863,0.3445,1428.3508,0.228267,-352.344382,-352.334351,-352.333406,-352.379198,38.566
48212,gdb_48213,O=CC(C1CO1)N1CC1,2.02025,1.45814,0.92046,3.8033,72.95,-0.2514,-0.0298,0.2215,1259.5903,0.14522,-439.023372,-439.014251,-439.013307,-439.058754,32.012
65020,gdb_65021,CC1(CN1)C(C=O)C=O,2.14394,1.40195,1.09086,2.5548,72.21,-0.2493,-0.0397,0.2096,1172.3234,0.144303,-439.072854,-439.063176,-439.062232,-439.108334,33.947
318,gdb_319,OC12CC(C1)C2,6.11821,3.56308,3.551,1.329,53.49,-0.2587,0.0809,0.3397,476.4978,0.120826,-270.382725,-270.377533,-270.376589,-270.410876,20.67
90169,gdb_90170,CC1CC23CC2(C1)OC3,3.32222,1.32706,1.27466,1.7781,80.9,-0.2168,0.0679,0.2847,1113.0827,0.183577,-387.04886,-387.040946,-387.040002,-387.08095,32.152
72952,gdb_72953,CC1(C#N)C2NCC12O,2.63196,1.53741,1.22065,3.2271,73.47,-0.2307,0.0192,0.2499,1050.7727,0.135261,-417.967518,-417.958836,-417.957891,-418.000381,32.814
42327,gdb_42328,O=C(C#CC#C)C1CO1,3.07113,0.89728,0.72787,2.7521,83.56,-0.2661,-0.0874,0.1786,1467.303,0.086267,-419.352049,-419.343378,-419.342434,-419.386449,30.268
18795,gdb_18796,OC1C2CC3OC1C23,3.43129,2.46637,2.19753,2.2292,62.51,-0.2431,0.0639,0.307,703.5091,0.132552,-383.686797,-383.680907,-383.679963,-383.716507,24.359
83,gdb_84,CCC(C)O,8.11598,3.43678,2.66869,1.3894,49.45,-0.2617,0.0733,0.335,521.8605,0.136091,-233.555951,-233.549143,-233.548199,-233.585602,23.99
96133,gdb_96134,CC1CCCC2CC1C2,2.35361,1.59032,1.19189,0.0797,91.33,-0.2773,0.0789,0.3562,1186.6018,0.232663,-352.368355,-352.360063,-352.359119,-352.400489,34.68
34447,gdb_34448,N#CC12OCC3C1NC23,3.04852,1.81363,1.31523,6.1334,69.62,-0.2576,0.0136,0.2712,929.8006,0.114749,-416.741852,-416.73531,-416.734366,-416.772736,26.004
6309,gdb_6310,CC(OC(N)=O)C#N,3.90615,1.25172,1.10093,3.5706,59.21,-0.2902,0.0114,0.3016,1067.4538,0.105966,-415.917466,-415.908806,-415.907862,-415.951699,29.856
66195,gdb_66196,CC1(CCC=CC1)C#C,2.20938,1.47388,1.35115,0.5347,88.59,-0.2374,0.0303,0.2677,1126.8105,0.182334,-349.945294,-349.936326,-349.935382,-349.978241,35.54
110616,gdb_110617,COC1C2C3CC3(C)C12,2.93966,1.35793,1.18953,0.9074,83.0,-0.2409,0.0943,0.3352,1158.7022,0.182037,-387.036352,-387.027587,-387.026642,-387.069595,33.735
43247,gdb_43248,O=C1C=C2NC3CC1C23,3.62003,1.69118,1.38497,4.3388,75.93,-0.2348,-0.0571,0.1777,913.4662,0.126305,-400.692282,-400.685924,-400.68498,-400.722816,26.36
60062,gdb_60063,CC(O)CC1(C)CCC1,3.0048,0.94053,0.91254,1.2889,88.77,-0.256,0.0646,0.3206,1483.2515,0.227367,-389.489031,-389.478478,-389.477533,-389.524344,40.258
13232,gdb_13233,C#CCNC1COC1,4.18121,1.28595,1.03365,1.7228,69.21,-0.2341,0.0362,0.2703,1109.4354,0.141475,-363.785061,-363.776731,-363.775786,-363.818627,29.842
133751,gdb_133752,CCC(O)CC(F)(F)F,3.42378,0.8129,0.76949,2.8438,61.42,-0.2769,0.0604,0.3374,1503.1077,0.141918,-570.604877,-570.59491,-570.593966,-570.64064,35.437
34929,gdb_34930,C#CC1C2N1CC21CN1,4.82157,0.99175,0.916,2.1174,81.25,-0.2298,0.03,0.2598,1277.7528,0.13548,-380.750379,-380.742461,-380.741517,-380.782723,30.932
2244,gdb_2245,OC12CC1CCC2,4.4427,2.59907,2.1185,1.2444,63.15,-0.2494,0.0836,0.3331,683.5982,0.150087,-309.719641,-309.713259,-309.712315,-309.749314,25.709
81456,gdb_81457,CC1C2CC3NC3C1O2,2.26721,1.93724,1.64324,1.3519,76.88,-0.2349,0.0676,0.3025,957.4498,0.173947,-403.107334,-403.100013,-403.099069,-403.138656,30.168
12270,gdb_12271,COC1CC(C)C1=O,3.94057,1.41988,1.14665,2.1258,69.28,-0.2237,-0.0234,0.2003,1082.4131,0.151701,-384.938619,-384.929789,-384.928845,-384.97226,31.211
71960,gdb_71961,OC12CC3CC(C1)OC23,2.81485,1.88384,1.62374,2.4591,72.72,-0.2467,0.0762,0.323,906.62,0.162266,-423.033886,-423.027141,-423.026197,-423.064494,28.841
86119,gdb_86120,CC1=CCC(=O)N(C1)C,2.8621,1.3124,0.92016,3.7332,83.05,-0.2349,0.019,0.2539,1286.6797,0.171092,-403.205228,-403.19591,-403.194966,-403.239639,33.921
34815,gdb_34816,C#CC1C2CN1C21CC1,4.94651,1.11903,1.0349,1.6934,84.67,-0.2348,0.0266,0.2614,1182.1403,0.147047,-364.673424,-364.665667,-364.664722,-364.705291,31.27
78673,gdb_78674,CN1C2C3C1C(O)C23O,2.43264,1.75654,1.40422,1.289,71.35,-0.1936,0.0682,0.2617,989.7731,0.14648,-438.998068,-438.989733,-438.988789,-439.030313,32.657
128465,gdb_128466,COC(C)C1=CNN=N1,3.84418,1.04525,0.86852,3.4115,74.26,-0.2478,0.003,0.2508,1330.5338,0.147729,-435.257307,-435.248332,-435.247387,-435.291947,31.945
22751,gdb_22752,CC1(O)C2NC2C1=NO,2.47356,1.59336,1.26286,0.9348,71.86,-0.2361,-0.0011,0.235,1038.0185,0.134157,-455.046487,-455.037819,-455.036875,-455.079213,33.504
74355,gdb_74356,CC1=CC(CC=O)CC1,3.11703,0.90264,0.73583,2.9954,86.93,-0.2348,-0.0186,0.2162,1564.73,0.181419,-387.124157,-387.114625,-387.113681,-387.159534,34.556
43249,gdb_43250,O=C1C=C2CCC3C1C23,3.39596,1.62202,1.39184,4.2061,79.07,-0.2334,-0.054,0.1794,950.9209,0.13883,-384.679886,-384.673426,-384.672482,-384.710554,26.821
30741,gdb_30742,CNc1c(c(c[nH]1)O)O,3.05491,1.22747,0.92496,2.0482,72.6,-0.171,0.05,0.221,1244.4708,0.135727,-455.150437,-455.140873,-455.139929,-455.185029,34.762
7235,gdb_7236,C(=N)NC(=O)C(=N)N,4.47354,1.23963,0.98874,2.3358,65.0,-0.2641,-0.0568,0.2073,1111.8651,0.108813,-412.079849,-412.071875,-412.070931,-412.112593,28.487
105008,gdb_105009,CNC1(CC1)C(N)C#N,1.96489,1.42427,1.19841,3.4057,79.08,-0.2341,0.0341,0.2682,1183.9764,0.171051,-399.307212,-399.297287,-399.296343,-399.341959,36.607
88580,gdb_88581,CN1CC1C1=NCCO1,3.60636,1.14157,1.04078,2.4842,79.12,-0.2281,0.0126,0.2407,1225.7587,0.16041,-419.19056,-419.182001,-419.181057,-419.22447,31.146
33725,gdb_33726,C#CC12CC(C1)C1CN21,3.19038,1.57259,1.31944,1.7781,82.15,-0.2344,0.0422,0.2766,1004.8168,0.148997,-364.718918,-364.711869,-364.710925,-364.749997,29.742
12350,gdb_12351,CC1CC=CCC1C,2.75448,1.94699,1.45625,0.2201,82.42,-0.2346,0.0336,0.2682,988.245,0.201678,-313.097988,-313.089685,-313.088741,-313.13001,32.731
27538,gdb_27539,c1c(c[nH]c1N)C2CC2,4.93964,0.92749,0.82358,1.6197,83.64,-0.1804,0.0564,0.2368,1413.7292,0.161198,-382.088191,-382.079452,-382.078507,-382.122291,33.121
12118,gdb_12119,CC1(CO1)C1(C)CO1,3.13915,1.96656,1.46921,0.001,67.07,-0.2598,0.079,0.3387,906.5489,0.151443,-384.902586,-384.894262,-384.893318,-384.935329,31.358
25172,gdb_25173,C#Cc1ccc[nH]c1=O,3.08113,1.50138,1.00948,4.1825,84.07,-0.213,-0.0559,0.1571,1092.7461,0.102373,-399.590536,-399.583131,-399.582187,-399.622399,28.537
72182,gdb_72183,CC12CC3OC4C(C14)C23,3.06309,1.98438,1.58728,1.4922,77.03,-0.2248,0.0832,0.308,902.7648,0.161146,-385.848078,-385.841456,-385.840511,-385.878522,28.474
56504,gdb_56505,CC(C#N)C(C)(C)C#N,2.51025,1.24596,1.04801,0.4671,79.37,-0.3248,0.0038,0.3286,1211.9023,0.157192,-382.112681,-382.102429,-382.101485,-382.14744,37.099
21090,gdb_21091,CN1N=NC(=N)N=N1,5.44888,1.80987,1.44353,3.9312,63.01,-0.2512,-0.0874,0.1638,815.4003,0.083459,-406.92521,-406.918364,-406.91742,-406.956824,24.141
90980,gdb_90981,CC1CC2C3OC2C13C,2.61305,1.81119,1.30479,2.0583,81.16,-0.2268,0.0781,0.3049,1043.8474,0.182968,-387.045301,-387.037342,-387.036398,-387.077246,32.408
70413,gdb_70414,CC12NC1CC2(O)C=O,2.29029,1.57857,1.40981,2.8717,72.19,-0.2447,-0.0319,0.2128,1028.2164,0.145732,-439.053283,-439.044499,-439.043555,-439.086626,33.201
39906,gdb_39907,C1CC11C=C2CC3C2N13,3.98131,1.53994,1.41472,0.8121,84.6,-0.2033,-0.0448,0.1586,967.3237,0.148102,-364.669526,-364.662732,-364.661788,-364.700329,28.647
44135,gdb_44136,N=C1OC2C(C3CN3)C12,3.25006,1.35522,1.20499,3.6724,73.54,-0.2418,0.01,0.2517,1068.794,0.13719,-417.938553,-417.931057,-417.930113,-417.970939,28.949
39496,gdb_39497,C1C2CCCOCOC12,2.22722,1.87305,1.31863,0.508,77.58,-0.2383,0.0843,0.3226,1051.6166,0.185448,-424.201938,-424.194097,-424.193153,-424.234056,31.52
58362,gdb_58363,CN(C)C(C=O)C1CN1,1.88503,1.48475,0.97905,3.696,79.22,-0.2218,-0.0287,0.1931,1283.7589,0.180406,-420.360319,-420.350124,-420.34918,-420.396001,36.354
6359,gdb_6360,C(C(=O)NC(=N)N)O,5.53254,1.11557,0.93517,1.8332,61.72,-0.2414,-0.015,0.2264,1169.1496,0.118996,-433.162232,-433.15373,-433.152786,-433.19572,30.485
104771,gdb_104772,COC1(CO)CC1C=O,2.73682,1.09339,0.91639,1.7408,73.82,-0.2493,-0.0246,0.2247,1307.8819,0.156088,-460.13974,-460.129735,-460.128791,-460.175021,35.586
45106,gdb_45107,O=C1OC2CC2C2CC12,2.76029,1.8107,1.27912,4.5074,71.47,-0.2509,0.0096,0.2605,980.8224,0.13787,-421.835157,-421.82816,-421.827215,-421.866671,28.063
6470,gdb_6471,CC1CC(C)(CO)O1,3.13338,1.58705,1.32129,2.5095,70.93,-0.2453,0.0751,0.3205,1030.0835,0.175587,-386.135248,-386.126348,-386.125404,-386.168556,33.384
27455,gdb_27456,OC1=CC(=N)N=CC=C1,2.51226,1.64584,1.05142,5.2317,81.14,-0.2224,-0.0802,0.1422,1086.2674,0.114027,-416.823905,-416.816338,-416.815394,-416.85604,28.959
101393,gdb_101394,CC(CO)C1CNC1=O,2.59446,1.12032,0.83174,3.713,75.83,-0.2473,0.0314,0.2787,1380.8309,0.170217,-440.305106,-440.295254,-440.294309,-440.340202,35.566
112750,gdb_112751,COC1CC(C)C11CO1,2.48987,1.27054,0.96374,2.1388,79.6,-0.2516,0.068,0.3196,1309.4497,0.180492,-424.186925,-424.177346,-424.176402,-424.221503,35.27
59354,gdb_59355,CC(C)C1CC(O)C1C,2.8342,1.02537,0.85305,1.2438,88.79,-0.2507,0.0719,0.3226,1480.3175,0.227155,-389.490191,-389.479381,-389.478437,-389.525561,40.761
58900,gdb_58901,CC(O)C12CCCC1N2,2.91933,1.18362,1.14021,2.2962,80.98,-0.2378,0.0717,0.3095,1228.7161,0.195278,-404.343641,-404.334537,-404.333593,-404.377322,35.297
41214,gdb_41215,C1CC23CC4(OCC24)C13,2.77122,1.91532,1.65478,2.2594,84.89,-0.1814,-0.055,0.1264,908.3034,0.161157,-385.796038,-385.789236,-385.788292,-385.826517,29.435
125659,gdb_125660,Cc1n[nH]c2n1ccn2,3.46568,1.73839,1.16611,2.4239,72.82,-0.2059,0.0065,0.2124,989.3504,0.115811,-413.026554,-413.01938,-413.018435,-413.058012,27.24
12100,gdb_12101,OC1CC1C1(O)CC1,3.69369,1.55479,1.41724,2.8067,68.21,-0.22,0.0545,0.2745,954.7161,0.152317,-384.897922,-384.889678,-384.888734,-384.930402,31.779
68550,gdb_68551,CC12OC(C=C1)C21CC1,2.4046,1.87866,1.50879,1.6914,79.1,-0.2268,0.0027,0.2295,979.8574,0.158342,-385.826678,-385.81887,-385.817926,-385.858359,31.849
75489,gdb_75490,CC1=CCCC2(CO2)C1,2.73207,1.3641,1.03858,1.7398,84.98,-0.231,0.0309,0.262,1227.2595,0.182993,-387.099309,-387.090777,-387.089833,-387.132241,33.434
36979,gdb_36980,C(CC1COC1)C1CO1,5.89285,0.61311,0.58306,1.976,79.14,-0.2442,0.0777,0.3219,1887.9198,0.182014,-424.178387,-424.169048,-424.168104,-424.214517,32.965
128084,gdb_128085,CNC(=O)n1ncnn1,4.56837,1.14365,0.92,2.5389,66.08,-0.2801,-0.0607,0.2193,1196.7866,0.102246,-466.198496,-466.190432,-466.189488,-466.232337,27.398
30307,gdb_30308,CC1CNC2=C1NC=C2,2.94308,1.5924,1.07796,1.8617,83.05,-0.1646,0.048,0.2126,1121.9428,0.162867,-382.098517,-382.090681,-382.089737,-382.130598,31.061
3798,gdb_3799,COc1cnno1,8.25599,2.12778,1.71015,3.8297,50.08,-0.2453,-0.0254,0.2199,674.1919,0.077415,-376.539208,-376.532781,-376.531837,-376.569756,21.71
63990,gdb_63991,CC1(CC=C(C1)C#C)C,3.49959,0.99849,0.94174,0.772,94.3,-0.2236,-0.0139,0.2096,1362.7985,0.181046,-349.952498,-349.943136,-349.942191,-349.986119,36.616
52335,gdb_52336,C1COC1=NCCC=O,6.77199,0.5899,0.56205,5.1075,77.72,-0.2442,-0.018,0.2263,1908.5663,0.145985,-439.085512,-439.076127,-439.075182,-439.122303,31.857
37996,gdb_37997,C1C2C3C4NC4C=C1C23,3.31661,1.84683,1.52559,1.4854,81.91,-0.2244,-0.0083,0.2161,905.3524,0.150826,-364.703921,-364.697652,-364.696707,-364.734134,27.13
22914,gdb_22915,CC1CCC(C)C1=NO,1.97494,1.57495,1.03132,0.6404,84.7,-0.2381,0.0106,0.2487,1253.9571,0.19396,-404.337603,-404.328002,-404.327057,-404.371677,36.722
13802,gdb_13803,NC(=O)C1OC1CO,3.88234,1.25189,1.20513,2.3543,57.68,-0.2548,0.0091,0.2639,1029.3301,0.117894,-436.939111,-436.930747,-436.929802,-436.972449,29.833
99676,gdb_99677,COC(C#N)C1COC1,2.52588,1.1838,0.86679,2.4955,72.48,-0.2603,0.0079,0.2682,1324.7816,0.146395,-439.055946,-439.046509,-439.045565,-439.091362,32.391
125348,gdb_125349,Cc1cnc2n1nco2,3.3955,1.78965,1.18056,2.3622,68.81,-0.2232,-0.02,0.2031,967.8686,0.103588,-432.887425,-432.880647,-432.879703,-432.918726,25.385
29428,gdb_29429,c1c(c[nH]c1CC=O)O,5.0234,0.87227,0.78925,1.9591,75.25,-0.1925,-0.0284,0.1641,1388.8528,0.123679,-437.9241,-437.915268,-437.914324,-437.959069,31.629
12136,gdb_12137,CC12CC3(CC3)C1O2,4.92247,1.51896,1.40168,1.8305,72.71,-0.2416,0.0898,0.3314,956.2622,0.152748,-347.756443,-347.748919,-347.747975,-347.787848,29.437
13706,gdb_13707,COC=NC1CC1C,5.65201,0.87519,0.80944,2.7508,79.94,-0.2254,0.0226,0.248,1465.2774,0.16341,-365.044874,-365.035534,-365.03459,-365.079718,32.565
902,gdb_903,Cc1cn(cn1)C,7.22374,2.01491,1.60711,3.5741,63.83,-0.2122,0.0367,0.249,777.9635,0.12626,-304.743934,-304.736809,-304.735865,-304.775338,24.914
19623,gdb_19624,C1NC11C2C3C1CN23,4.80091,2.00556,1.8587,2.757,67.68,-0.2332,0.0743,0.3076,757.6332,0.132633,-342.677785,-342.671859,-342.670915,-342.707506,24.35
97218,gdb_97219,CN=C1OCCC1C=O,2.5904,1.31623,1.00584,1.9426,75.54,-0.2498,-0.0333,0.2164,1218.2306,0.147048,-439.113364,-439.104232,-439.103288,-439.148653,31.604
107252,gdb_107253,CCC12OC1C1OC21C,2.51499,1.58324,1.18124,3.3198,74.69,-0.2427,0.0502,0.2929,1111.8899,0.156082,-422.944632,-422.935766,-422.934822,-422.978064,33.613
25795,gdb_25796,CC(=O)c1ccc(o1)N,3.77263,1.13582,0.87841,5.2861,79.96,-0.2019,-0.0334,0.1685,1265.0219,0.123768,-437.943863,-437.935176,-437.934232,-437.977498,31.756
29472,gdb_29473,c1coc2c1c(c[nH]2)O,3.43517,1.61692,1.09942,0.8777,68.8,-0.1854,0.0303,0.2157,1004.5277,0.102427,-436.709475,-436.701932,-436.700988,-436.741472,28.312
100877,gdb_100878,CCC(C)C(CO)C#N,2.34612,1.0033,0.74283,3.6006,82.86,-0.2806,0.0287,0.3093,1566.3884,0.192403,-404.369003,-404.358016,-404.357072,-404.40556,39.197
65642,gdb_65643,CC1(OC2CCC12)C=O,2.96408,1.31422,1.25623,2.1101,75.3,-0.2387,-0.0275,0.2113,1102.4426,0.157597,-423.005576,-422.996961,-422.996017,-423.039184,32.238
93715,gdb_93716,CC1CCC(O)(C1)C#C,3.16971,1.05856,1.01564,1.1141,84.75,-0.2583,0.0409,0.2992,1305.7417,0.181323,-387.075313,-387.065783,-387.064839,-387.109671,36.89
9118,gdb_9119,C(C#CC(=O)C#N)O,4.20527,0.93953,0.77165,6.035,65.23,-0.2975,-0.109,0.1885,1339.4654,0.069597,-397.367508,-397.359016,-397.358072,-397.402072,27.312
69548,gdb_69549,CC12CN1C1(C)COC21,2.59675,1.63123,1.40077,0.6121,78.4,-0.2266,0.0568,0.2834,1044.876,0.170234,-403.080818,-403.072514,-403.07157,-403.11303,32.919
52574,gdb_52575,CC#CC(C#C)C#CC,1.77378,0.93227,0.64109,0.893,91.4,-0.2451,0.0393,0.2844,1775.2904,0.13108,-347.461178,-347.44989,-347.448946,-347.501331,37.3
59512,gdb_59513,CC(O)C1NC1CC=O,3.61858,0.75451,0.68158,4.2253,77.22,-0.2407,-0.0188,0.2218,1664.1324,0.168256,-440.263796,-440.253483,-440.252539,-440.300478,36.353
92054,gdb_92055,CC1CC2OC2CC1=O,2.60961,1.5592,1.13974,3.6141,74.6,-0.2428,-0.0149,0.2279,1108.2708,0.159662,-423.04688,-423.038651,-423.037707,-423.079873,31.411
27675,gdb_27676,Cc1cc([nH]c1C#N)O,2.83564,1.28621,0.88973,5.5668,78.19,-0.2081,-0.0084,0.1997,1225.9108,0.113108,-416.870126,-416.861485,-416.860541,-416.903446,31.466
109370,gdb_109371,C1C=C(C(=O)CN1)CO,2.5254,1.37708,0.91837,2.3434,76.19,-0.2245,-0.0433,0.1812,1242.6109,0.148254,-439.099283,-439.090562,-439.089618,-439.132928,32.112
43252,gdb_43253,O=C1C=C2COC3C1C23,3.58923,1.64168,1.41345,3.8193,72.22,-0.2384,-0.0702,0.1683,905.5832,0.114547,-420.588588,-420.582362,-420.581418,-420.6191,25.397
62209,gdb_62210,OC(COCC#N)C#N,3.48425,0.79677,0.66976,1.6316,66.48,-0.3117,-0.0145,0.2972,1555.6094,0.110675,-453.939712,-453.930076,-453.929131,-453.975871,32.409
82987,gdb_82988,CC1C2OC3CCC2C13,3.55848,1.54459,1.43308,1.49,80.89,-0.2313,0.0874,0.3187,1013.4075,0.185847,-387.089858,-387.082723,-387.081779,-387.120974,29.873
96003,gdb_96004,CC1COCC1C1CO1,2.4632,1.42484,1.06658,2.099,77.26,-0.2462,0.0763,0.3225,1193.8386,0.183557,-424.204658,-424.195946,-424.195002,-424.238978,32.733
6084,gdb_6085,CC(C)C#CC(C)O,4.10342,0.82515,0.77769,1.8152,80.99,-0.2478,0.0416,0.2894,1575.3181,0.174083,-348.986018,-348.975594,-348.974649,-349.023614,36.554
